title,author,normalizedTitle,normalizedAuthor,occurrenceCount,statesCount,districtsCount,topBanStatus,topOrigin,sampleChallenges
This Book Is Gay,"Dawson, Juno",this book is gay,dawson juno,10,7,10,Banned in Libraries and Classrooms,Legislative Action,"[{""state"": ""California"", ""district"": ""William S. Hart Union High School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Massachusetts"", ""district"": ""Abington Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Michigan"", ""district"": ""Dearborn Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Missouri"", ""district"": ""Lindbergh Schools"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Missouri"", ""district"": ""North Kansas City Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}]"
A Court of Frost and Starlight,"Maas, Sarah J.",court of frost and starlight,maas sarah j,9,5,9,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Volusia County Schools"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Conroe ISD"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
A Court of Thorns and Roses,"Maas, Sarah J.",court of thorns and roses,maas sarah j,9,5,9,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Volusia County Schools"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Conroe ISD"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
A Court of Wings and Ruin,"Maas, Sarah J.",court of wings and ruin,maas sarah j,9,5,9,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Volusia County Schools"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Conroe ISD"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
All Boys Aren't Blue,"Johnson, George M.",all boys arent blue,johnson george m,9,5,9,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""August 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Michigan"", ""district"": ""Dearborn Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Belton ISD"", ""date"": ""August 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Conroe ISD"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
The Perks of Being a Wallflower,"Chbosky, Stephen",perks of being a wallflower,chbosky stephen,9,7,9,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Lake County Schools"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Michigan"", ""district"": ""Davison Community Schools"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""South Carolina"", ""district"": ""School District of Pickens County"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
What Girls Are Made Of,"Arnold, Elana K.",what girls are made of,arnold elana k,9,4,9,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Brevard Schools"", ""date"": ""November 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Michigan"", ""district"": ""St. Joseph Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Belton ISD"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Katy ISD"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Red Hood,"Arnold, Elana K.",red hood,arnold elana k,8,5,8,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Iowa"", ""district"": ""Carroll Community School District"", ""date"": ""August 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Texas"", ""district"": ""Keller ISD"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
The Haters,"Andrews, Jesse",haters,andrews jesse,8,4,8,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Flagler"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
The Sun and Her Flowers,"Kaur, Rupi",sun and her flowers,kaur rupi,8,2,8,Banned in Libraries,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Kirkwood School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Missouri"", ""district"": ""Lindbergh Schools"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Missouri"", ""district"": ""North Kansas City Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Missouri"", ""district"": ""Raytown Quality Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Missouri"", ""district"": ""Rockwood School District"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Thirteen Reasons Why,"Asher, Jay",thirteen reasons why,asher jay,8,5,8,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Flagler"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""Highlands Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Breathless,"Niven, Jennifer",breathless,niven jennifer,7,3,7,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Flagler"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Utah"", ""district"": ""Alpine School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Damsel,"Arnold, Elana K.",damsel,arnold elana k,7,5,7,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Eleanor & Park,"Rowell, Rainbow",eleanor park,rowell rainbow,7,6,7,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Michigan"", ""district"": ""Dearborn Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Conroe ISD"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}]"
Empire of Storms,"Maas, Sarah J.",empire of storms,maas sarah j,7,5,7,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Brevard Schools"", ""date"": ""November 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Fallout,"Hopkins, Ellen",fallout,hopkins ellen,7,5,7,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""Hernando County Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Identical,"Hopkins, Ellen",identical,hopkins ellen,7,5,7,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Hernando County Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Impulse,"Hopkins, Ellen",impulse,hopkins ellen,7,5,7,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Hernando County Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Looking for Alaska,"Green, John",looking for alaska,green john,7,5,7,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Lake County Schools"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Melissa (George),"Gino, Alex",melissa george,gino alex,7,4,7,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Broward County Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""The School District of Palm Beach County"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Pennsylvania"", ""district"": ""Pleasant Valley School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Horry County Schools"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Nineteen Minutes,"Picoult, Jodi",nineteen minutes,picoult jodi,7,5,7,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Highlands Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Lake County Schools"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Pennsylvania"", ""district"": ""Pleasant Valley School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Out of Darkness,"Pérez, Ashley Hope",out of darkness,pérez ashley hope,7,4,7,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Texas"", ""district"": ""Keller ISD"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Carnival at Bray,"Foley, Jessie Ann",carnival at bray,foley jessie ann,7,4,7,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Utah"", ""district"": ""Alpine School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
The Hate U Give,"Thomas, Angie",hate u give,thomas angie,7,4,7,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Highlands Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""The School District of Palm Beach County"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Missouri"", ""district"": ""St. Clair R-XIII School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Tilt,"Hopkins, Ellen",tilt,hopkins ellen,7,4,7,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Brevard Schools"", ""date"": ""November 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Hernando County Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Utah"", ""district"": ""Alpine School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Forever...,"Blume, Judy",forever,blume judy,6,4,6,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Pennsylvania"", ""district"": ""Pleasant Valley School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Utah"", ""district"": ""Alpine School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Utah"", ""district"": ""Granite School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Lawn Boy,"Evison, Jonathan",lawn boy,evison jonathan,6,4,6,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Broward County Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Tennessee"", ""district"": ""Sumner County Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Texas"", ""district"": ""Belton ISD"", ""date"": ""August 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Utah"", ""district"": ""Alpine School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Lucky,"Sebold, Alice",lucky,sebold alice,6,3,6,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Flagler"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""Seminole County Public Schools"", ""date"": ""December 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Utah"", ""district"": ""Granite School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Me and Earl and the Dying Girl,"Andrews, Jesse",me and earl and the dying girl,andrews jesse,6,3,6,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Flagler"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Monday's Not Coming,"Jackson, Tiffany D.",mondays not coming,jackson tiffany d,6,3,6,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Brevard Schools"", ""date"": ""November 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Oryx and Crake,"Atwood, Margaret",oryx and crake,atwood margaret,6,5,6,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Missouri"", ""district"": ""Williard Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Texas"", ""district"": ""Keller ISD"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Scars,"Rainfield, Cheryl",scars,rainfield cheryl,6,4,6,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""North Dakota"", ""district"": ""Williston Basin School District #7"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Shine,"Myracle, Lauren",shine,myracle lauren,6,4,6,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Utah"", ""district"": ""Alpine School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Utah"", ""district"": ""Granite School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Handmaid's Tale,"Atwood, Margaret",handmaids tale,atwood margaret,6,4,6,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Texas"", ""district"": ""Conroe ISD"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Texas"", ""district"": ""Keller ISD"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Utah"", ""district"": ""Granite School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
